Name,W,L,ERA,G,GS,SV,IP,H,HR,BB,SO
Calvin Maduro\madurca01,0,0,9.64,15,2,0,23.1,29,8,16,18
Mike Magnante*\magnami01,1,1,4.31,55,0,0,39.2,50,3,19,17
Ron Mahay*\mahayro01,1,1,7.19,23,2,0,41.1,57,10,25,32
Ron Mahay*\mahayro01,0,1,9,5,2,0,16,26,4,9,5
Ron Mahay*\mahayro01,1,0,6.04,18,0,0,25.1,31,6,16,27
Pat Mahomes\mahompa01,5,3,5.46,53,5,0,94,96,15,66,76
Oswaldo Mairena*\maireos01,0,0,18,2,0,0,2,7,1,2,0
Jim Mann\mannji01,0,0,10.13,2,0,0,2.2,6,1,1,0
Matt Mantei\mantema01,1,1,4.57,47,0,17,45.1,31,4,35,53
Josias Manzanillo\manzajo01,2,2,3.38,43,0,0,58.2,50,6,32,39
Jason Marquis\marquja01,1,0,5.01,15,0,0,23.1,23,4,12,17
Tom Martin*\martito02,1,0,4.05,31,0,0,33.1,32,3,15,21
Pedro Martinez\martipe02,18,6,1.74,29,29,0,217,128,17,32,284
Ramon Martinez\martira02,10,8,6.13,27,27,0,127.2,143,16,67,89
Willie Martinez\martiwi01,0,0,3,1,0,0,3,1,0,1,1
Onan Masaoka*\masaoon01,1,1,4,29,0,0,27,23,2,15,27
T.J. Mathews\mathet.01,2,3,6.03,50,0,0,59.2,73,10,25,42
Mike Matthews*\matthmi01,0,0,11.57,14,0,0,9.1,15,2,10,8
Dave Maurer*\maureda01,1,0,3.68,14,0,0,14.2,15,2,5,13
Brent Mayne\maynebr01,1,0,0,1,0,0,1,1,0,1,0
Joe Mays\maysjo01,7,15,5.56,31,28,0,160.1,193,20,67,102
Allen McDill*\mcdilal01,0,0,7.2,13,0,0,10,13,2,1,7
Chuck McElroy*\mcelrch01,3,0,4.69,43,2,0,63.1,60,6,34,50
Kevin McGlinchy\mcglike01,0,0,2.16,10,0,0,8.1,11,1,6,9
Tony McKnight\mcknito01,4,1,3.86,6,6,0,35,35,4,9,23
Greg McMichael\mcmicgr01,0,0,4.41,15,0,0,16.1,12,3,4,14
Rusty Meacham\meachru01,0,0,11.57,5,0,0,4.2,8,3,2,3
Brian Meadows\meadobr01,13,10,5.13,33,32,0,196.1,234,32,64,79
Brian Meadows\meadobr01,7,8,5.34,22,22,0,124.2,150,24,50,53
Brian Meadows\meadobr01,6,2,4.77,11,10,0,71.2,84,8,14,26
Gil Meche\mechegi01,4,4,3.78,15,15,0,85.2,75,7,40,60
Jim Mecir\mecirji01,10,3,2.96,63,0,5,85,70,4,36,70
Jim Mecir\mecirji01,7,2,3.08,38,0,1,49.2,35,2,22,33
Jim Mecir\mecirji01,3,1,2.8,25,0,4,35.1,35,2,14,37
Ramiro Mendoza\mendora01,7,4,4.25,14,9,0,65.2,66,9,20,30
Frank Menechino\menecfr01,0,0,36,1,0,0,1,6,1,0,0
Hector Mercado*\mercahe01,0,0,4.5,12,0,0,14,12,2,8,13
Jose Mercedes\mercejo02,14,7,4.02,36,20,0,145.2,150,15,64,70
Kent Mercker*\merckke01,1,3,6.52,21,7,0,48.1,57,12,29,30
Jose Mesa\mesajo01,4,6,5.36,66,0,1,80.2,89,11,41,84
Dan Miceli\micelda01,6,4,4.25,45,0,0,48.2,45,4,18,40
Travis Miller*\milletr01,2,3,3.9,67,0,1,67,83,4,32,62
Trever Miller*\milletr02,0,0,10.47,16,0,0,16.1,27,3,12,11
Trever Miller*\milletr02,0,0,8.36,14,0,0,14,19,3,9,10
Trever Miller*\milletr02,0,0,23.14,2,0,0,2.1,8,0,3,1
Wade Miller\millewa04,6,6,5.14,16,16,0,105,104,14,42,89
Alan Mills\millsal01,4,1,5.29,41,0,2,49.1,56,9,35,36
Alan Mills\millsal01,2,1,4.21,18,0,1,25.2,31,3,16,18
Alan Mills\millsal01,2,0,6.46,23,0,1,23.2,25,6,19,18
Kevin Millwood\millwke01,10,13,4.66,36,35,0,212.2,213,26,62,168
Eric Milton*\miltoer01,13,10,4.86,33,33,0,200,205,35,44,160
Dave Mlicki\mlickda01,6,11,5.58,24,21,0,119.1,143,17,44,57
Brian Moehler\moehlbr01,12,9,4.5,29,29,0,178,222,20,40,103
Mike Mohler*\mohlemi01,1,2,9,24,0,0,20,27,2,15,10
Mike Mohler*\mohlemi01,1,1,9,22,0,0,19,26,1,15,8
Mike Mohler*\mohlemi01,0,1,9,2,0,0,1,1,1,0,2
Gabe Molina\molinga01,0,0,9,11,0,0,15,28,3,10,9
Gabe Molina\molinga01,0,0,9,9,0,0,13,25,2,9,8
Gabe Molina\molinga01,0,0,9,2,0,0,2,3,1,1,1
Steve Montgomery\montgst01,0,2,7.94,7,0,0,5.2,6,3,4,3
Trey Moore*\mooretr01,1,5,6.62,8,8,0,35.1,55,7,21,24
David Moraga*\moragda01,0,0,40.5,4,0,0,2.2,10,1,2,2
David Moraga*\moragda01,0,0,37.8,3,0,0,1.2,6,0,2,2
David Moraga*\moragda01,0,0,45,1,0,0,1,4,1,0,0
Mike Morgan\morgami01,5,5,4.87,60,4,5,101.2,123,10,40,56
Jim Morris*\morrija03,0,0,4.35,16,0,0,10.1,10,1,7,10
Matt Morris\morrima01,3,3,3.57,31,0,4,53,53,3,17,34
Danny Mota\motada01,0,0,8.44,4,0,0,5.1,10,1,1,3
Guillermo Mota\motagu01,1,1,6,29,0,0,30,27,3,12,24
Jamie Moyer*\moyerja01,13,10,5.49,26,26,0,154,173,22,53,98
Mark Mulder*\muldema01,9,10,5.44,27,27,0,154,191,22,69,88
Terry Mulholland*\mulhote01,9,9,5.11,54,20,1,156.2,198,24,41,78
Scott Mullen*\mullesc01,0,0,4.35,11,0,0,10.1,10,2,3,7
Mike Munoz*\munozmi01,0,1,13.5,7,0,0,4,11,1,3,1
Peter Munro\munrope01,1,1,5.96,9,3,0,25.2,38,1,16,16
Dan Murray\murrada02,0,0,4.66,10,0,0,19.1,20,7,10,16
Mike Mussina\mussimi01,11,15,3.79,34,34,0,237.2,236,28,46,210
Mike Myers*\myersmi01,0,1,1.99,78,0,1,45.1,24,2,24,41
Rodney Myers\myersro01,0,0,4.5,3,0,0,2,2,0,0,3
Aaron Myette\myettaa01,0,0,0,2,0,0,2.2,0,0,4,1
Charles Nagy\nagych01,2,7,8.21,11,11,0,57,71,15,21,41
Joe Nathan\nathajo01,5,2,5.21,20,15,0,93.1,89,12,63,61
Joey Nation*\natiojo01,0,2,6.94,2,2,0,11.2,12,2,8,8
Jaime Navarro\navarja01,0,6,10.53,12,7,0,33.1,54,9,23,16
Jaime Navarro\navarja01,0,5,12.54,5,5,0,18.2,34,6,18,7
Jaime Navarro\navarja01,0,1,7.98,7,2,0,14.2,20,3,5,9
Denny Neagle*\neaglde01,15,9,4.52,34,33,0,209,210,31,81,146
Denny Neagle*\neaglde01,8,2,3.52,18,18,0,117.2,111,15,50,88
Denny Neagle*\neaglde01,7,7,5.81,16,15,0,91.1,99,16,31,58
Jeff Nelson\nelsoje01,8,4,2.45,73,0,0,69.2,44,2,45,71
Robb Nen\nenro01,4,3,1.5,68,0,41,66,37,4,19,92
Alan Newman*\newmaal02,0,0,20.25,1,0,0,1.1,6,1,1,0
Chris Nichting\nichtch01,0,0,7,7,0,0,9,13,0,5,7
Doug Nickle\nickldo01,0,0,13.5,4,0,0,2.2,5,0,2,0
C.J. Nitkowski*\nitkoc.01,4,9,5.25,67,11,0,109.2,124,13,49,81
Hideo Nomo\nomohi01,8,12,4.74,32,31,0,190,191,31,89,181
Phil Norton*\nortoph01,0,1,9.35,2,2,0,8.2,14,5,7,6
Vladimir Nunez\nunezvl01,0,6,7.9,17,12,0,68.1,88,12,34,45
Brian O'Connor*\o'conbr02,0,0,5.11,6,1,0,12.1,12,2,11,7
Tomo Ohka\ohkato01,3,6,3.12,13,12,0,69.1,70,7,26,40
Will Ohman*\ohmanwi01,1,0,8.1,6,0,0,3.1,4,0,4,2
Omar Olivares\olivaom01,4,8,6.75,21,16,0,108,134,10,60,57
Darren Oliver*\oliveda02,2,9,7.42,21,21,0,108,151,16,42,49
Gregg Olson\olsongr01,0,1,5.09,13,0,0,17.2,21,4,7,15
Steve Ontiveros\ontivst02,1,1,10.13,3,1,0,5.1,9,1,4,1
Jesse Orosco*\oroscje01,0,0,3.86,6,0,0,2.1,3,1,3,4
Ramon Ortiz\ortizra02,8,6,5.09,18,18,0,111.1,96,18,55,73
Russ Ortiz\ortizru01,14,12,5.01,33,32,0,195.2,192,28,112,167
Keith Osik\osikke01,0,0,45,1,0,0,1,5,1,0,1
Antonio Osuna\osunaan01,3,6,3.74,46,0,0,67.1,57,7,35,70
Vicente Padilla\padilvi01,4,7,3.72,55,0,2,65.1,72,3,28,51
Vicente Padilla\padilvi01,2,1,2.31,27,0,0,35,32,0,10,30
Vicente Padilla\padilvi01,2,6,5.34,28,0,2,30.1,40,3,18,21
Lance Painter*\paintla01,2,0,4.73,42,2,0,66.2,69,9,22,53
Vicente Palacios\palacvi01,0,1,6.75,7,0,0,10.2,12,4,5,8
Jose Paniagua\paniajo01,3,0,3.47,69,0,5,80.1,68,6,38,71
Chan Ho Park\parkch01,18,10,3.27,34,34,0,226,173,21,124,217
Jim Parque*\parquji01,13,6,4.28,33,32,0,187,208,21,71,111
Jose Parra\parrajo01,0,1,6.94,6,2,0,11.2,17,3,7,9
Steve Parris\parrist01,12,17,4.81,33,33,0,192.2,227,30,71,117
John Parrish*\parrijo01,2,4,7.18,8,8,0,36.1,40,6,35,28
Danny Patterson\patteda04,5,1,3.97,58,0,0,56.2,69,4,14,29
Carl Pavano\pavanca01,8,4,3.06,15,15,0,97,89,8,34,64
Jesus Pena*\penaje01,2,1,5.13,22,0,1,26.1,28,7,19,20
Jesus Pena*\penaje01,2,1,5.4,20,0,1,23.1,25,6,16,19
Jesus Pena*\penaje01,0,0,3,2,0,0,3,3,1,3,1
Brad Penny\pennybr01,8,7,4.81,23,22,0,119.2,120,13,60,80
Troy Percival\percitr01,5,5,4.5,54,0,32,50,42,7,30,49
Carlos Perez*\perezca01,5,8,5.56,30,22,0,144,192,25,33,64
Yorkis Perez*\perezyo01,2,1,5.16,33,0,0,22.2,25,4,14,21
Matt Perisho*\perisma01,2,7,7.37,34,13,0,105,136,20,67,74
Robert Person\persoro01,9,7,3.63,28,28,0,173.1,144,13,95,164
Chris Peters*\peterch01,0,1,2.86,18,0,1,28.1,23,2,14,16
Mark Petkovsek\petkoma01,4,2,4.33,64,1,2,81,86,8,23,31
Andy Pettitte*\pettian01,19,9,4.35,32,32,0,204.2,219,17,80,125
Hipolito Pichardo\pichahi01,6,3,3.46,38,1,1,65,63,1,26,37
Joel Pineiro\pineijo01,1,0,5.59,8,1,0,19.1,25,3,13,10
Dan Plesac*\plesada01,5,1,3.15,62,0,0,40,34,4,26,45
Cliff Politte\politcl01,4,3,3.66,12,8,0,59,55,8,27,50
Sidney Ponson\ponsosi01,9,13,4.82,32,32,0,222,223,30,83,152
Jim Poole*\pooleji02,1,0,10.97,23,0,0,10.2,21,5,4,8
Jim Poole*\pooleji02,1,0,7.27,18,0,0,8.2,13,4,1,5
Jim Poole*\pooleji02,0,0,27,5,0,0,2,8,1,3,3
Lou Pote\potelo01,1,1,3.4,32,1,1,50.1,52,4,17,44
Brian Powell\powelbr01,2,1,5.74,9,5,0,31.1,34,8,13,14
Jay Powell\powelja04,1,1,5.67,29,0,0,27,29,1,19,16
Jeremy Powell\powelje01,0,3,7.96,11,4,0,26,35,6,9,19
Ariel Prieto\prietar01,1,2,5.12,8,6,0,31.2,42,3,13,19
Luke Prokopec\prokolu01,1,1,3,5,3,0,21,19,2,9,12
Bill Pulsipher*\pulsibi01,0,2,12.15,2,2,0,6.2,12,1,6,7
Paul Quantrill\quantpa01,2,5,4.52,68,0,1,83.2,100,7,25,47
Ruben Quevedo\queveru01,3,10,7.47,21,15,0,88,96,21,54,65
Scott Radinsky*\radinsc01,0,0,,1,0,0,0,0,0,1,0
Brad Radke\radkebr01,12,16,4.45,34,34,0,226.2,261,27,51,141
Steve Rain\rainst01,3,4,4.35,37,0,0,49.2,46,10,27,54
Jason Rakers\rakerja01,2,0,9.14,11,0,0,21.2,33,5,7,16
Hector Ramirez\ramirhe01,0,1,10,6,0,0,9,11,1,5,4
Robert Ramsay*\ramsaro01,1,1,3.4,37,1,0,50.1,43,3,40,32
Pat Rapp\rapppa01,9,12,5.9,31,30,0,174,203,18,83,106
Jon Ratliff\ratlijo01,0,0,0,1,0,0,1,0,0,0,0
Britt Reames\reamebr01,2,1,2.88,8,7,0,40.2,30,4,23,31
Mark Redman*\redmama01,12,9,4.76,32,24,0,151.1,168,22,45,117
Rick Reed\reedri01,11,5,4.11,30,30,0,184,192,28,34,121
Steve Reed\reedst01,2,0,4.34,57,0,0,56,58,7,21,39
Dan Reichert\reichda01,8,10,4.7,44,18,2,153.1,157,15,91,94
Bryan Rekar\rekarbr01,7,10,4.41,30,27,0,173.1,200,22,39,95
Mike Remlinger*\remlimi01,5,3,3.47,71,0,12,72.2,55,6,37,72
Alberto Reyes\reyesal01,1,0,4.58,19,0,0,19.2,15,2,12,18
Alberto Reyes\reyesal01,1,0,6.92,13,0,0,13,13,2,11,10
Alberto Reyes\reyesal01,0,0,0,6,0,0,6.2,2,0,1,8
Carlos Reyes\reyesca01,1,3,5.72,22,0,1,28.1,25,7,13,17
Carlos Reyes\reyesca01,0,2,5.23,10,0,0,10.1,10,2,5,4
Carlos Reyes\reyesca01,1,1,6,12,0,1,18,15,5,8,13
Dennys Reyes*\reyesde01,2,1,4.53,62,0,0,43.2,43,5,29,36
Shane Reynolds\reynosh01,7,8,5.22,22,22,0,131,150,20,45,93
Armando Reynoso\reynoar02,11,12,5.27,31,30,0,170.2,179,22,52,89
Arthur Rhodes*\rhodear01,5,8,4.28,72,0,0,69.1,51,6,29,77
John Riedling\riedljo01,3,1,2.35,13,0,1,15.1,11,1,8,18
Brad Rigby\rigbybr01,0,0,11.85,10,0,2,13.2,27,6,8,5
Brad Rigby\rigbybr01,0,0,16.2,4,0,1,8.1,19,6,5,3
Brad Rigby\rigbybr01,0,0,5.06,6,0,1,5.1,8,0,3,2
Paul Rigdon\rigdopa01,5,5,5.15,17,16,0,87.1,89,18,35,63
Paul Rigdon\rigdopa01,1,1,7.64,5,4,0,17.2,21,4,9,15
Paul Rigdon\rigdopa01,4,4,4.52,12,12,0,69.2,68,14,26,48
Jerrod Riggan\riggaje01,0,0,0,1,0,0,2,3,0,0,1
Ricardo Rincon*\rincori01,2,0,2.7,35,0,0,20,17,1,13,20
Todd Ritchie\ritchto01,9,8,4.81,31,31,0,187,208,26,51,124
Luis Rivera\riverlu02,1,0,1.23,6,0,0,7.1,5,0,6,5
Luis Rivera\riverlu02,1,0,1.35,5,0,0,6.2,4,0,5,5
Luis Rivera\riverlu02,0,0,0,1,0,0,0.2,1,0,1,0
Mariano Rivera\riverma01,7,4,2.85,66,0,36,75.2,58,4,25,58
Grant Roberts\robergr01,0,0,11.57,4,1,0,7,11,0,4,6
John Rocker*\rockejo01,1,2,2.89,59,0,24,53,42,5,48,77
Felix Rodriguez\rodrife01,4,2,2.64,76,0,3,81.2,65,5,42,95
Frankie Rodriguez\rodrifr02,2,1,6.27,23,0,0,47.1,60,8,22,19
Jose Rodriguez*\rodrijo04,0,0,0,6,0,0,4,2,0,3,2
Rich Rodriguez*\rodriri02,0,1,7.78,32,0,0,37,59,7,15,18
Kenny Rogers*\rogerke01,13,13,4.55,34,34,0,227.1,257,20,78,127
J.C. Romero*\romerj.01,2,7,7.02,12,11,0,57.2,72,8,30,50
Rafael Roque*\roquera01,0,0,10.13,4,0,0,5.1,7,1,7,4
Jose Rosado*\rosadjo01,2,2,5.86,5,5,0,27.2,29,4,9,15
Brian Rose\rosebr01,7,10,5.79,27,24,0,116.2,130,21,51,64
Brian Rose\rosebr01,3,5,6.11,15,12,0,53,58,11,21,24
Brian Rose\rosebr01,4,5,5.51,12,12,0,63.2,72,10,30,40
Kirk Rueter*\rueteki01,11,9,3.96,32,31,0,184,205,23,62,71
Johnny Ruffin\ruffijo01,0,0,9,5,0,0,9,14,4,3,5
Sean Runyan*\runyase01,0,0,6,3,0,0,3,2,0,2,1
Ryan Rupe\rupery01,5,6,6.92,18,18,0,91,121,19,31,61
Glendon Rusch*\ruschgl01,11,11,4.01,31,30,0,190.2,196,18,44,157
B.J. Ryan*\ryanb.01,2,3,5.91,42,0,0,42.2,36,7,31,41
Jason Ryan\ryanja04,0,1,7.62,16,1,0,26,37,8,10,19
Jesus Sanchez*\sanchje01,9,12,5.34,32,32,0,182,197,32,76,123
Johan Santana*\santajo02,2,3,6.49,30,5,0,86,102,11,54,64
Julio Santana\santaju01,1,5,5.67,36,4,0,66.2,69,11,33,58
Jose Santiago\santijo03,8,6,3.91,45,0,2,69,70,7,26,44
Kazuhiro Sasaki\sasakka01,2,5,3.16,63,0,37,62.2,42,10,31,78
Scott Sauerbeck*\sauersc01,5,4,4.04,75,0,1,75.2,76,4,61,83
Rich Sauveur*\sauveri01,0,0,4.35,10,0,0,10.1,13,3,1,7
Bob Scanlan\scanlbo01,0,0,27,2,0,0,1.2,6,0,0,1
Curt Schilling\schilcu01,11,12,3.81,29,29,0,210.1,204,27,45,168
Curt Schilling\schilcu01,6,6,3.91,16,16,0,112.2,110,17,32,96
Curt Schilling\schilcu01,5,6,3.69,13,13,0,97.2,94,10,13,72
Jason Schmidt\schmija01,2,5,5.4,11,11,0,63.1,71,6,41,51
Scott Schoeneweis*\schoesc01,7,10,5.45,27,27,0,170,183,21,67,78
Pete Schourek*\schoupe01,3,10,5.11,21,21,0,107.1,116,17,38,63
Steve Schrenk\schrest02,2,3,7.33,20,0,0,23.1,25,3,13,19
Rudy Seanez\seaneru01,2,4,4.29,23,0,2,21,15,3,9,20
Chris Seelbach\seelbch02,0,1,10.8,2,0,0,1.2,3,0,0,1
Aaron Sele\seleaa01,17,10,4.51,34,34,0,211.2,221,17,74,137
Dan Serafini*\serafda01,2,5,5.51,14,11,0,65.1,79,11,28,35
Dan Serafini*\serafda01,0,0,18,3,0,0,3,9,2,2,3
Dan Serafini*\serafda01,2,5,4.91,11,11,0,62.1,70,9,26,32
Scott Service\servisc01,1,2,6.38,20,0,1,36.2,45,5,19,35
Jeff Shaw\shawje01,3,4,4.24,60,0,27,57.1,61,7,16,39
Scott Sheldon\sheldsc01,0,0,0,1,0,0,0.1,0,0,0,1
Paul Shuey\shueypa01,4,2,3.39,57,0,0,63.2,51,4,30,69
Brian Sikorski\sikorbr01,1,3,5.73,10,5,0,37.2,46,9,25,32
Jose Silva\silvajo01,11,9,5.56,51,19,0,136,178,16,50,98
Bill Simas\simasbi01,2,3,3.46,60,0,0,67.2,69,9,22,49
Mike Sirotka*\sirotmi01,15,10,3.79,32,32,0,197,203,23,69,128
Matt Skrmetta\skrmema01,2,2,11.66,14,0,0,14.2,19,3,9,11
Matt Skrmetta\skrmema01,0,0,15.19,6,0,0,5.1,6,1,6,4
Matt Skrmetta\skrmema01,2,2,9.64,8,0,0,9.1,13,2,3,7
Heathcliff Slocumb\slocuhe01,2,4,4.98,65,0,1,68.2,69,9,37,46
Heathcliff Slocumb\slocuhe01,2,3,5.44,43,0,1,49.2,50,9,24,34
Heathcliff Slocumb\slocuhe01,0,1,3.79,22,0,0,19,19,0,13,12
Joe Slusarski\slusajo01,2,7,4.21,54,0,3,77,80,8,22,54
Brian Smith\smithbr03,0,0,10.38,3,0,0,4.1,6,1,2,3
Chuck Smith\smithch07,6,6,3.23,19,19,0,122.2,111,6,54,118
Dan Smith\smithda07,0,0,8.1,2,0,0,3.1,2,0,3,1
John Snyder\snydejo02,3,10,6.17,23,23,0,127,147,8,77,69
Jeff Sparks\sparkje01,0,1,3.54,15,0,0,20.1,13,2,18,24
Steve Sparks\sparkst01,7,5,4.07,20,15,1,104,108,7,29,53
Steve Sparks\sparkst02,0,0,6.75,3,0,0,4,4,0,5,2
Justin Speier\speieju01,5,2,3.29,47,0,0,68.1,57,9,28,69
Sean Spencer*\spencse01,0,0,5.4,8,0,0,6.2,7,2,3,6
Stan Spencer\spencst02,2,2,3.26,8,8,0,49.2,44,7,19,40
Paul Spoljaric*\spoljpa01,0,0,6.52,13,0,0,9.2,9,4,5,6
Jerry Spradlin\spradje01,4,5,6,58,1,7,90,101,11,32,67
Jerry Spradlin\spradje01,4,4,5.52,50,0,7,75,81,9,27,54
Jerry Spradlin\spradje01,0,1,8.4,8,1,0,15,20,2,5,13
Dennis Springer\sprinde01,0,1,8.74,2,2,0,11.1,20,2,5,5
Russ Springer\sprinru01,2,4,5.08,52,0,0,62,63,11,34,59
Jay Spurgeon\spurgja01,1,1,6,7,4,0,24,26,5,15,11
Rob Stanifer\staniro01,0,0,7.62,8,0,0,13,22,3,4,3
Mike Stanton*\stantmi02,2,3,4.1,69,0,0,68,68,5,24,75
Gene Stechschulte\stechge01,1,0,6.31,20,0,0,25.2,24,6,17,12
Blake Stein\steinbl01,8,5,4.68,17,17,0,107.2,98,19,57,78
Garrett Stephenson\stephga01,16,9,4.49,32,31,0,200.1,209,31,63,123
Dave Stevens\steveda01,0,0,12,2,0,0,3,5,2,1,4
Todd Stottlemyre\stottto01,9,6,4.91,18,18,0,95.1,98,18,36,76
Scott Strickland\stricsc02,4,3,3,49,0,9,48,38,3,16,48
Joe Strong\stronjo01,1,1,7.32,18,0,1,19.2,26,3,12,18
Everett Stull\stullev01,2,3,5.82,20,4,0,43.1,41,7,30,33
Tanyon Sturtze\sturtta01,5,2,4.74,29,6,0,68.1,72,8,29,44
Tanyon Sturtze\sturtta01,1,2,12.06,10,1,0,15.2,25,4,15,6
Tanyon Sturtze\sturtta01,4,0,2.56,19,5,0,52.2,47,4,14,38
Scott Sullivan\sullisc01,3,6,3.47,79,0,3,106.1,87,14,38,96
Jeff Suppan\suppaje01,10,9,4.94,35,33,0,217,240,36,84,128
Mac Suzuki\suzukma01,8,10,4.34,32,29,0,188.2,195,26,94,135
Greg Swindell*\swindgr01,2,6,3.2,64,0,1,76,71,7,20,64
Jeff Tam\tamje01,3,3,2.63,72,0,3,85.2,86,3,23,46
Kevin Tapani\tapanke01,8,12,5.01,30,30,0,195.2,208,35,47,150
Julian Tavarez\tavarju01,11,5,4.43,51,12,1,120,124,11,53,62
Billy Taylor\taylobi04,1,3,8.56,17,0,0,13.2,13,2,9,13
Amaury Telemaco\telemam01,1,3,6.66,13,2,0,24.1,25,6,14,22
Anthony Telford\telfoan01,5,4,3.79,64,0,3,78.1,76,10,23,68
Jay Tessmer\tessmja01,0,0,6.75,7,0,0,6.2,9,3,1,5
Mark Thompson\thompma01,1,1,5.04,20,0,0,25,24,4,15,19
Mike Thurman\thurmmi01,4,9,6.42,17,17,0,88.1,112,9,46,52
Mike Timlin\timlimi01,5,4,4.18,62,0,12,64.2,67,8,35,52
Mike Timlin\timlimi01,2,3,4.89,37,0,11,35,37,6,15,26
Mike Timlin\timlimi01,3,1,3.34,25,0,1,29.2,30,2,20,26
Kevin Tolar*\tolarke01,0,0,3,5,0,0,3,1,0,1,3
Brian Tollberg\tollbbr01,4,5,3.58,19,19,0,118,126,13,35,76
Brett Tomko\tomkobr01,7,5,4.68,32,8,1,92.1,92,12,40,59
Steve Trachsel\trachst01,8,15,4.8,34,34,0,200.2,232,26,74,110
Steve Trachsel\trachst01,6,10,4.58,23,23,0,137.2,160,16,49,78
Steve Trachsel\trachst01,2,5,5.29,11,11,0,63,72,10,25,32
Mike Trombley\trombmi01,4,5,4.13,75,0,4,72,67,15,38,72
T.J. Tucker\tucket.01,0,1,11.57,2,2,0,7,11,5,3,2
Derrick Turnbow\turnbde01,0,0,4.74,24,1,0,38,36,7,36,25
Ugueth Urbina\urbinug01,0,1,4.05,13,0,8,13.1,11,1,5,22
Marc Valdes\valdema01,5,5,5.08,53,0,2,56.2,69,3,25,35
Ismael Valdez\valdeis01,2,7,5.64,21,20,0,107,124,22,40,74
Ismael Valdez\valdeis01,2,4,5.37,12,12,0,67,71,17,27,45
Ismael Valdez\valdeis01,0,3,6.08,9,8,0,40,53,5,13,29
Todd Van Poppel\vanpoto01,4,5,3.75,51,2,2,86.1,80,10,48,77
Javier Vazquez\vazquja01,11,9,4.05,33,33,0,217.2,247,24,61,196
Mike Venafro*\venafmi01,3,1,3.83,77,0,1,56.1,64,2,21,32
Dave Veres\veresda01,3,5,2.85,71,0,29,75.2,65,6,25,67
Brandon Villafuerte\villabr01,0,0,10.38,3,0,0,4.1,4,0,4,1
Ismael Villegas\villeis01,0,0,13.5,1,0,0,2.2,4,2,2,2
Ron Villone*\villoro01,10,10,5.43,35,23,0,141,154,22,78,77
Luis Vizcaino\vizcalu01,0,1,7.45,12,0,0,19.1,25,2,11,18
Ryan Vogelsong\vogelry01,0,0,0,4,0,0,6,4,0,2,6
Ed Vosberg*\vosbeed01,1,1,4.13,31,0,0,24,21,4,18,23
Billy Wagner*\wagnebi02,2,4,6.18,28,0,6,27.2,28,6,18,28
Dave Wainhouse\wainhda01,0,1,9.35,9,0,0,8.2,13,2,4,5
Tim Wakefield\wakefti01,6,10,5.48,51,17,0,159.1,170,31,65,102
Kevin Walker*\walkeke02,7,1,4.19,70,0,0,66.2,49,5,38,56
Pete Walker\walkepe01,0,0,17.36,3,0,0,4.2,10,1,4,2
Donne Wall\walldo01,5,2,3.35,44,0,1,53.2,36,4,21,29
Jeff Wallace*\wallaje01,2,0,7.07,38,0,0,35.2,42,5,34,27
Bryan Ward*\wardbr01,0,0,3.29,27,0,0,27.1,22,3,10,14
Bryan Ward*\wardbr01,0,0,2.33,20,0,0,19.1,14,2,8,11
Bryan Ward*\wardbr01,0,0,5.63,7,0,0,8,8,1,2,3
John Wasdin\wasdijo01,1,6,5.38,39,4,1,80.1,90,14,24,71
John Wasdin\wasdijo01,1,3,5.04,25,1,1,44.2,48,8,15,36
John Wasdin\wasdijo01,0,3,5.8,14,3,0,35.2,42,6,9,35
Jarrod Washburn*\washbja01,7,2,3.74,14,14,0,84.1,64,16,37,49
Allen Watson*\watsoal01,0,0,10.23,17,0,0,22,30,6,18,20
Mark Watson*\watsoma03,0,1,8.53,6,0,0,6.1,12,0,2,4
David Weathers\weathda01,3,5,3.07,69,0,1,76.1,73,7,32,50
Eric Weaver\weaveer01,0,2,6.87,17,0,0,18.1,20,5,16,8
Jeff Weaver\weaveje01,11,15,4.32,31,30,0,200,205,26,52,136
Ben Weber\weberbe01,1,1,6.35,19,0,0,22.2,28,0,6,14
Ben Weber\weberbe01,0,1,14.63,9,0,0,8,16,0,4,6
Ben Weber\weberbe01,1,0,1.84,10,0,0,14.2,12,0,2,8
Bob Wells\wellsbo01,0,7,3.65,76,0,10,86.1,80,14,15,76
David Wells*\wellsda01,20,8,4.11,35,35,0,229.2,266,23,31,166
Kip Wells\wellski01,6,9,6.02,20,20,0,98.2,126,15,58,71
Turk Wendell\wendetu01,8,6,3.59,77,0,1,82.2,60,9,41,73
Don Wengert\wengedo01,0,1,7.2,10,0,0,10,12,2,5,7
Jake Westbrook\westbja01,0,2,13.5,3,2,0,6.2,15,1,4,1
John Wetteland\wettejo01,6,5,4.2,62,0,34,60,67,10,24,53
Dan Wheeler\wheelda01,1,1,5.48,11,2,0,23,29,2,11,17
Matt Whisenant*\whisema01,2,2,3.8,24,0,0,21.1,16,1,17,12
Gabe White*\whitega01,11,2,2.36,68,0,5,84,64,6,15,84
Gabe White*\whitega01,0,0,18,1,0,0,1,2,1,1,2
Gabe White*\whitega01,11,2,2.17,67,0,5,83,62,5,14,82
Rick White\whiteri01,5,9,3.52,66,0,3,99.2,83,9,38,67
Rick White\whiteri01,3,6,3.41,44,0,2,71.1,57,7,26,47
